channel_id;channel_provider_id;mobility_type;time_step;last_updated_at;started_at
102032516;102032516;BIKE;3600;2023-09-25 22:00:00+00:00;2012-12-31 23:00:00+00:00
102049084;102049084;BIKE;1800;2025-12-17 22:30:00+00:00;2012-12-31 23:00:00+00:00
353399179;353399179;BIKE;3600;2025-10-20 22:00:00+00:00;2011-04-14 22:00:00+00:00
353399180;353399180;BIKE;3600;2025-10-20 22:00:00+00:00;2011-04-14 22:00:00+00:00
353399182;353399182;BIKE;3600;2025-10-20 22:00:00+00:00;2011-04-14 22:00:00+00:00
353399183;353399183;BIKE;3600;2025-02-07 00:00:00+00:00;2011-04-14 22:00:00+00:00
353399186;353399186;BIKE;900;2025-10-20 21:15:00+00:00;2011-04-14 22:00:00+00:00
353513450;353513450;BIKE;900;2025-10-20 21:15:00+00:00;2017-07-05 23:00:00+00:00
101047691;101047691;BIKE;1800;2025-12-17 22:30:00+00:00;2012-12-31 23:00:00+00:00
101030274;101030274;BIKE;3600;2023-09-25 22:00:00+00:00;2014-06-25 13:00:00+00:00
